USStreet,USCity,USState,USStateID,Date
Harbor Dr,Baton Rouge,West Virginia,VT,18-11-2007
E Fowler Avenue,Bismarck,West Virginia,OH,29-01-2007
Moreno Drive,Boise,West Virginia,ID,06-04-2008
South Highway,Boston,West Virginia,WI,13-11-2008
Burnett Road,Frankfort,West Virginia,OR,12-06-2008
Bailard Avenue,Jefferson City,West Virginia,SD,03-08-2008
Cleveland Ave.,Lansing,West Virginia,HI,17-05-2008
Greenwood Road,Little Rock,West Virginia,IL,24-11-2007
Katella Avenue,Montgomery,West Virginia,MI,30-09-2008
Westside Freeway,Montpelier,West Virginia,CA,29-08-2008
San Diego Freeway,Montpelier,West Virginia,VT,20-10-2007
Santa Ana Freeway,Montpelier,West Virginia,AL,02-05-2007
N Kentwood,Nashville,West Virginia,GA,29-09-2008
French Camp Turnpike Road,Oklahoma City,West Virginia,RI,05-07-2008
San Diego Freeway,Olympia,West Virginia,WA,23-09-2007
Bowles Avenue,Phoenix,West Virginia,AL,17-01-2007
Milpas Street,Salem,West Virginia,MD,22-11-2008
Lake Tahoe Blvd.,Salem,West Virginia,IA,26-08-2008
Cerrillos Road,Trenton,West Virginia,OK,25-07-2008
N Harrison St,Bismarck,Wisconsin,WI,03-11-2008
Fontaine Road,Boise,Wisconsin,HI,30-09-2008
North Ventu Park Road,Boise,Wisconsin,MA,19-06-2008
Fairview Avenue,Columbus,Wisconsin,WV,16-12-2008
E Fowler Avenue,Concord,Wisconsin,WY,07-10-2007
Fairview Avenue,Des Moines,Wisconsin,VA,23-05-2007
Katella Avenue,Des Moines,Wisconsin,AZ,06-03-2008
Harbor Dr,Des Moines,Wisconsin,NY,22-11-2008
Santa Rosa North,Frankfort,Wisconsin,NJ,02-05-2007
Jean de la Fontaine,Harrisburg,Wisconsin,PA,07-11-2008
Tully Road East,Harrisburg,Wisconsin,AK,26-11-2008
North Erringer Road,Lincoln,Wisconsin,IL,24-09-2007
Hutchinson Rd,Lincoln,Wisconsin,NJ,09-03-2008
Jones Road,Madison,Wisconsin,MS,08-04-2008
Milpas Street,Madison,Wisconsin,NM,27-09-2007
Cerrillos Road,Madison,Wisconsin,NV,26-06-2007
South Roosevelt Drive,Olympia,Wisconsin,ND,01-05-2007
San Simeon,Olympia,Wisconsin,SD,27-10-2008
Jones Road,Phoenix,Wisconsin,CO,15-01-2007
Camelback Rd,Pierre,Wisconsin,KS,24-04-2008
Lake Tahoe Blvd.,Pierre,Wisconsin,ND,23-08-2008
Carpinteria Avenue,Pierre,Wisconsin,PA,11-01-2008
Santa Monica Road,Raleigh,Wisconsin,HI,17-05-2008
N Harrison St,Richmond,Wisconsin,SD,15-03-2008
North Broadway Street,Salt Lake City,Wisconsin,VT,29-11-2008
Greenwood Road,Topeka,Wisconsin,DE,14-07-2008
Carpinteria South,Trenton,Wisconsin,OK,17-03-2008
Tanger Blvd,Charleston,Wyoming,TX,17-01-2008
Tanger Blvd,Concord,Wyoming,CO,03-03-2008
Timberlane Drive,Des Moines,Wyoming,NV,15-11-2008
Santa Monica Road,Harrisburg,Wyoming,ME,27-04-2008
Harbor Dr,Honolulu,Wyoming,RI,11-08-2008
Jean de la Fontaine,Jackson,Wyoming,KY,05-02-2007
Moreno Drive,Juneau,Wyoming,IL,09-11-2007
Tully Road East,Raleigh,Wyoming,ME,21-10-2008
Castillo Drive,Salem,Wyoming,KY,26-01-2008
Carpinteria Avenue,Salem,Wyoming,IA,12-04-2007
