USStreet|USCity|USState|USStateID|Date
Redwood Highway|Columbus|New Hampshire|ND|17-10-2008
Richmond Hill|Harrisburg|Iowa|FL|19-04-2008
El Camino Real|Tallahassee|Wisconsin|TN|24-02-2007
San Simeon|Tallahassee|Nebraska|WA|18-08-2008
Burnett Road|Salt Lake City|Arkansas|MS|25-08-2007
East Fry Blvd.|Olympia|Arkansas|CA|29-03-2007
Westside Freeway|Baton Rouge|West Virginia|KY|27-03-2008
Moreno Drive|Boston|Massachusetts|IA|15-12-2007
Tully Road East|Carson City|Maryland|WV|30-01-2007
Lawrenceville Suwanee|Lansing|Ohio|MO|25-12-2007
Carpinteria Avenue|Denver|Nebraska|KY|29-05-2008
Westside Freeway|Nashville|North Dakota|AL|21-03-2007
North Erringer Road|Montpelier|New Mexico|WI|25-07-2007
Bowles Avenue|Jackson|North Dakota|MA|29-03-2007
San Marcos|Bismarck|Wisconsin|AZ|27-03-2008
North Ventu Park Road|Phoenix|Washington|NY|12-05-2008
San Luis Obispo North|Charleston|Arizona|CT|12-03-2007
Castillo Drive|Annapolis|Idaho|AK|02-02-2007
W. Russell St.|Oklahoma City|Hawaii|SD|22-06-2007
Newbury Road|Bismarck|New Hampshire|WY|25-02-2007
Tanger Blvd|Augusta|Kansas|GA|07-03-2007
North Atherton Street|Des Moines|New Mexico|TN|11-05-2008
East Main Street|Columbus|Ohio|KY|23-12-2008
Santa Rosa North|Richmond|North Dakota|AZ|06-04-2007
Camelback Rd|Dover|Montana|UT|09-06-2007
Castillo Drive|Nashville|Mississippi|AK|01-06-2007
North Ventu Park Road|Hartford|New Jersey|NV|11-04-2007
Camelback Rd|Topeka|Delaware|TX|12-02-2008
San Ysidro Blvd|Trenton|Alaska|VA|02-12-2008
Cleveland Ave.|Montgomery|Florida|AK|08-10-2007
N Harrison St|Carson City|Vermont|VA|12-07-2008
South Highway|Baton Rouge|Oklahoma|VT|25-11-2007
Monroe Street|Montpelier|Tennessee|NC|23-10-2008
Richmond Hill|Topeka|South Carolina|RI|28-11-2008
Cerrillos Road|Atlanta|Louisiana|RI|09-11-2008
Lindbergh Blvd|Little Rock|Rhode Island|MI|21-12-2007
Monroe Street|Tallahassee|Nevada|IN|20-12-2007
East Calle Primera|Denver|Indiana|IN|31-08-2007
Cabrillo Highway|Jackson|Maine|TN|11-11-2008
Lindbergh Blvd|Salt Lake City|New Hampshire|AK|17-10-2008
W. Russell St.|Phoenix|Virginia|SD|23-03-2007
East Calle Primera|Topeka|Indiana|NJ|29-10-2008
South Highway|Olympia|Mississippi|UT|22-01-2008
Cerrillos Road|Olympia|Massachusetts|TN|30-10-2008
Santa Rosa North|Little Rock|Minnesota|ID|05-01-2008
Santa Monica Road|Des Moines|Delaware|TN|14-08-2007
Santa Rosa South|Tallahassee|California|LA|25-06-2007
Steele Lane|Bismarck|South Carolina|MN|23-06-2008
Jean de la Fontaine|Little Rock|Minnesota|VT|29-07-2007
Fontaine Road|Columbus|Nebraska|OH|30-04-2008
Lake Tahoe Blvd.|Denver|Hawaii|OR|15-02-2008
El Camino Real|Carson City|Nebraska|MO|13-01-2007
Fairview Avenue|Olympia|Delaware|MO|12-07-2007
Jean de la Fontaine|Nashville|Indiana|SD|02-02-2008
Westside Freeway|Honolulu|Kansas|CO|19-02-2007
Cabrillo Highway|Baton Rouge|Wyoming|NJ|25-11-2007
San Luis Obispo North|Des Moines|Massachusetts|AK|22-01-2007
Carpinteria South|Indianapolis|South Dakota|KS|14-02-2007
Hutchinson Rd|Augusta|Minnesota|VT|04-09-2008
